Type_H,Type_L,Type_M,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],True_Binary,Predicted_Failure_Binary,Predicted_Failure_Type,True_Failure
0.0,1.0,0.0,0.8474677672120007,0.4680587099991834,2.7010098723136404,-1.9147348094993524,-1.6174303384163453,0,0,No Failure,No Failure
0.0,1.0,0.0,-1.2023696115211493,-1.0821616589285121,-0.7350495236500918,1.5261261766858294,-0.3448651626363725,0,0,No Failure,No Failure
0.0,1.0,0.0,0.39750346456326807,1.3442702228713626,-0.9191241341481489,1.024542942548048,0.7234611577715059,0,0,No Failure,No Failure
0.0,1.0,0.0,-1.0523815106382575,-0.61035545968962,-0.09915541465680365,-0.38992177772049624,-1.4603235265916572,0,0,No Failure,No Failure
0.0,1.0,0.0,0.0475312291698062,0.8724640236325086,-0.383634358153801,0.5229597084102664,-1.0675564970299374,0,0,No Failure,No Failure
0.0,1.0,0.0,0.6474836327014591,0.670261366815846,0.08491919584125344,0.7737513254791571,-0.3762865250013101,0,0,No Failure,No Failure
0.0,1.0,0.0,-0.7024092752447672,-0.27335103166186175,-0.3724783211539187,-0.08897183723782728,-1.4760342077741262,0,0,No Failure,No Failure
0.0,1.0,0.0,-0.5524211743618752,-0.8799590021118496,0.04029504784172445,0.3423897441206646,0.09503391047275388,0,0,No Failure,No Failure
0.0,1.0,0.0,0.0475312291698062,-0.20595014605633308,-0.7183154681502684,0.8339413135756903,0.15787663520262907,0,0,No Failure,No Failure
1.0,0.0,0.0,-0.5024251407342256,0.19845516757699214,0.6650331198351304,-1.2426132757547248,-0.6119467427383422,0,0,No Failure,No Failure
0.0,1.0,0.0,-1.1523735778935282,-1.8909722861951244,-0.8187198011492086,0.3022630853896422,1.3990204486176643,0,0,No Failure,No Failure
1.0,0.0,0.0,-0.652413241617146,-0.9473598877173782,-0.22187182165550837,0.3524214088034203,-0.3762865250013101,0,0,No Failure,No Failure
1.0,0.0,0.0,0.6474836327014591,0.670261366815846,0.22994767683972267,-0.33976345430671806,1.1947815932455699,0,0,No Failure,No Failure
0.0,1.0,0.0,1.7473963725094943,1.6138737652935538,0.19647956584007592,-0.7309983769341876,1.0533854626033508,0,0,No Failure,No Failure
0.0,1.0,0.0,-1.252365645148799,-0.47555368847852436,0.7598594343341295,-1.021916652734101,-0.5648146991909357,0,0,No Failure,No Failure
0.0,0.0,1.0,-0.05246083808549298,0.8724640236325086,-0.5230848206523291,0.12169312110004112,0.9591213755085378,0,0,No Failure,No Failure
0.0,1.0,0.0,-0.9523894433829583,-0.003747489239670474,-0.026641174157569038,-0.6306817301066312,-0.9575817287526557,0,0,No Failure,No Failure
0.0,1.0,0.0,1.3474281034883828,0.40065782439365477,-0.21071578465562613,0.8740679723067134,-1.633141019598814,0,1,Heat Dissipation Failure,No Failure
0.0,1.0,0.0,0.2475153636803477,-0.3407519172674287,-1.5829083356411426,2.2183110397959678,0.47209025885200506,0,1,Power Failure,No Failure
1.0,0.0,0.0,-0.05246083808549298,0.33325693878808776,0.05702910334154782,0.28219975602413067,1.5718379416248212,0,0,No Failure,No Failure
0.0,1.0,0.0,1.2974320698607618,0.670261366815846,-0.009907118657745666,-0.45011176581703016,-0.2663117567240285,0,0,No Failure,No Failure
0.0,0.0,1.0,-1.3023616787764485,-0.9473598877173782,-0.3892123766537421,0.2621364266586198,-0.43912924973118533,0,0,No Failure,No Failure
0.0,0.0,1.0,1.1474439689778415,0.9398649092380373,0.17974551034025255,-0.7309983769341876,-1.4289021642267197,0,0,No Failure,No Failure
0.0,1.0,0.0,-0.8024013425000663,-0.3407519172674287,-0.10473343315674477,-0.1892884840653836,-0.030651538986996525,0,0,No Failure,No Failure
1.0,0.0,0.0,-0.7024092752447672,-0.27335103166186175,0.3024619173389573,-0.6708083888376544,-0.2034690319941533,0,0,No Failure,No Failure
0.0,1.0,0.0,0.2975113973079973,1.3442702228713626,-0.2720739881549785,0.2220097679275974,-1.6488517007812828,0,0,No Failure,No Failure
0.0,1.0,0.0,0.0475312291698062,1.1420675660547,-0.19955974765574389,0.2621364266586198,1.5718379416248212,0,0,No Failure,No Failure
0.0,1.0,0.0,-1.2023696115211493,-1.149562544534041,0.6650331198351304,-0.570491742010098,-0.7690535545630302,0,0,No Failure,No Failure
0.0,1.0,0.0,1.847388439764765,1.5464728796880252,-0.9135461156482078,0.6232763552378227,-0.15633698844674693,0,0,No Failure,No Failure
0.0,1.0,0.0,0.39750346456326807,1.3442702228713626,-0.23860587715533174,0.0013131449069732513,1.0533854626033508,0,0,No Failure,No Failure
0.0,1.0,0.0,0.0475312291698062,-0.4081528028729957,-0.41710246915344773,0.17185144451381926,-1.2246633088546253,0,0,No Failure,No Failure
0.0,0.0,1.0,-1.3023616787764485,-1.149562544534041,-0.746205560649974,1.1750179127893825,0.0007698233779410748,0,0,No Failure,No Failure
0.0,0.0,1.0,2.047372574275335,2.28788262134907,-0.11588947015662703,0.24207309729310825,-0.046362220169465326,0,0,No Failure,No Failure
0.0,0.0,1.0,-0.9023934097553371,-0.5429545740840913,-0.08242135915698028,-0.5403967479618307,0.8334359260487875,0,0,No Failure,No Failure
0.0,1.0,0.0,2.047372574275335,2.018279078926879,-0.7294715051501507,0.5329913730930215,-1.2560846712195628,0,0,No Failure,No Failure
0.0,0.0,1.0,-1.3023616787764485,-1.4191660869562706,0.4921145463369555,-0.570491742010098,0.9119893319611314,0,0,No Failure,No Failure
0.0,0.0,1.0,-0.6024172079894964,-0.27335103166186175,-0.8633439491487377,0.8239096488929353,-1.0832671782124061,0,0,No Failure,No Failure
0.0,1.0,0.0,-1.9523101159357228,-1.8909722861951244,0.425178324337662,-0.9216000059065448,-1.413191483044251,0,0,No Failure,No Failure
0.0,1.0,0.0,-0.6024172079894964,-0.61035545968962,-0.6736913201507394,0.6333080199205777,0.39353685293966106,0,0,No Failure,No Failure
0.0,0.0,1.0,-1.3023616787764485,-0.677756345295187,0.8156396193335407,-0.9316316705893005,1.0848068249682883,0,0,No Failure,No Failure
1.0,0.0,0.0,-1.0023854770106078,-1.4191660869562706,-0.3166981361545075,-0.21938347811365091,0.37782617175719224,0,0,No Failure,No Failure
0.0,0.0,1.0,1.1474439689778415,1.209468451660267,0.10165325134107682,-0.5905550713756088,1.2104922744280386,0,0,No Failure,No Failure
0.0,1.0,0.0,1.0474519017225707,0.5354595956047504,0.1462773993406058,-0.4701750951825417,-1.6017196572338765,0,0,No Failure,No Failure
1.0,0.0,0.0,1.1474439689778415,1.0072657948436043,-0.07126532215709803,-0.17925681938262783,-0.9575817287526557,0,0,No Failure,No Failure
1.0,0.0,0.0,0.3475074309356185,0.33325693878808776,0.15743343634048806,-0.12909849596884967,0.3306941282097859,0,0,No Failure,No Failure
0.0,1.0,0.0,1.1474439689778415,1.0072657948436043,0.02356099234190108,-0.6908717182031652,-1.0832671782124061,0,0,No Failure,No Failure
0.0,1.0,0.0,0.39750346456326807,1.1420675660547,0.7933275453337761,-0.8714416824927665,1.7760767969969153,0,0,No Failure,No Failure
0.0,1.0,0.0,1.5474122379989528,1.8834773077157834,-0.4115244506535066,0.4126113968999543,0.016480504560409875,0,0,No Failure,No Failure
0.0,0.0,1.0,0.14752329642507697,-0.3407519172674287,-1.2203371331449695,2.228342704478724,0.5349329835818802,0,1,Power Failure,No Failure
0.0,1.0,0.0,0.49749553181853884,1.1420675660547,0.045873066341665575,-0.5504284126445864,0.6920397954065682,0,0,No Failure,No Failure
0.0,0.0,1.0,-0.5524211743618752,-0.47555368847852436,0.5200046388366611,-0.7510617062996991,-0.8318962792929053,0,0,No Failure,No Failure
0.0,1.0,0.0,0.8474677672120007,0.8050631380269416,-0.6736913201507394,-0.1993201487481394,0.9119893319611314,0,0,No Failure,No Failure
0.0,1.0,0.0,-0.20244893896838492,0.4680587099991834,-0.8131417826492675,1.2151445715204048,0.03219118574287867,0,0,No Failure,No Failure
1.0,0.0,0.0,0.19751933005269812,-0.07114837484523745,-0.14377956265633265,-0.12909849596884967,-0.5019719744610606,0,0,No Failure,No Failure
0.0,0.0,1.0,1.2974320698607618,0.13105428197142516,3.448464351305751,-2.2859064027613107,-0.21917971317662213,0,0,No Failure,No Failure
0.0,0.0,1.0,1.9973765406476855,2.153080850137975,-0.567708968651858,1.3957145358100058,-1.5860089760514078,0,0,No Failure,No Failure
0.0,1.0,0.0,-0.6024172079894964,-0.20595014605633308,2.310548577317762,-1.944829803547619,-1.3032167147669693,0,0,No Failure,No Failure
0.0,1.0,0.0,1.0474519017225707,0.0636533963658965,-0.5119287836524469,0.663403013968845,0.9591213755085378,0,0,No Failure,No Failure
0.0,0.0,1.0,0.3475074309356185,0.40065782439365477,-0.28323002515486073,-0.07894017255507152,1.273334999157914,0,0,No Failure,No Failure
0.0,0.0,1.0,-0.10245687171311416,-0.27335103166186175,-1.1589789296456172,1.024542942548048,-0.15633698844674693,0,0,No Failure,No Failure
0.0,1.0,0.0,0.5474915654461884,0.8724640236325086,0.46422445383724986,-0.44008010113427437,-1.1618205841247502,0,0,No Failure,No Failure
1.0,0.0,0.0,0.7974717335843795,0.33325693878808776,0.3526640838384274,-0.7711250356652106,-1.6645623819637516,0,0,No Failure,Random Failures
1.0,0.0,0.0,-0.15245290534076375,-0.3407519172674287,-0.9135461156482078,0.6834663433343559,-0.3448651626363725,0,0,No Failure,No Failure
0.0,0.0,1.0,-0.6024172079894964,-0.1385492604507661,0.06818514034143007,-0.33976345430671806,-1.4603235265916572,0,0,No Failure,No Failure
0.0,1.0,0.0,0.6974796663290803,0.5354595956047504,0.787749526833835,-0.8614100178100111,1.2104922744280386,0,0,No Failure,No Failure
0.0,1.0,0.0,-0.6024172079894964,-0.07114837484523745,0.5032705833368377,-0.811251694396233,-0.9261603663877181,0,0,No Failure,No Failure
0.0,1.0,0.0,-1.3023616787764485,-0.4081528028729957,-0.7685176346497385,0.5931813611895553,-0.9261603663877181,0,0,No Failure,No Failure
0.0,1.0,0.0,0.6474836327014591,0.5354595956047504,-0.6179111351513282,1.5261261766858294,-0.3134438002714349,0,0,No Failure,No Failure
0.0,1.0,0.0,0.49749553181853884,0.670261366815846,0.07934117734131232,-0.42001677176876356,-1.2875060335845006,0,0,No Failure,No Failure
0.0,1.0,0.0,-1.4023537460317193,-1.0821616589285121,1.641186357324827,-1.4833732281408603,0.14216595402016027,0,0,No Failure,No Failure
0.0,0.0,1.0,1.0974479353501918,0.8724640236325086,-0.160513618156156,-0.33976345430671806,-0.2663117567240285,0,0,No Failure,No Failure
0.0,0.0,1.0,-0.652413241617146,-1.0147607733229451,0.6761891568350126,-1.3028032638512588,-0.9104496852052493,0,0,No Failure,No Failure
0.0,1.0,0.0,-0.7024092752447672,-0.47555368847852436,-0.009907118657745666,-0.23944680747916175,1.0533854626033508,0,0,No Failure,No Failure
0.0,1.0,0.0,0.14752329642507697,1.209468451660267,2.5950275208147593,-2.0451464503751753,-1.5074555701390637,0,0,No Failure,No Failure
1.0,0.0,0.0,0.6474836327014591,0.40065782439365477,-0.0656873036571569,0.4025797322171985,0.09503391047275388,0,0,No Failure,No Failure
0.0,1.0,0.0,-0.20244893896838492,0.670261366815846,0.19647956584007592,-0.5002700892308083,0.39353685293966106,0,0,No Failure,No Failure
0.0,1.0,0.0,1.6974003388818448,1.2768693372657955,-0.26649596965503736,-0.17925681938262783,-1.2875060335845006,0,0,No Failure,No Failure
0.0,1.0,0.0,-2.202290284073914,-2.4975802566450738,0.5423167128364256,-0.7309983769341876,-0.8161855981104366,0,0,No Failure,No Failure
0.0,1.0,0.0,-1.252365645148799,-0.9473598877173782,-1.8450752051383754,2.2383743691614786,-1.2560846712195628,0,0,No Failure,No Failure
0.0,1.0,0.0,-0.8523973761276875,-0.9473598877173782,0.25225975083948715,-1.0720749761478792,0.8491466072312562,0,0,No Failure,No Failure
0.0,1.0,0.0,1.3474281034883828,0.33325693878808776,1.0387603593311856,-1.1021699701961463,1.58754862280729,0,0,No Failure,No Failure
0.0,1.0,0.0,1.1974400026054626,1.2768693372657955,0.21879163983984043,-1.0118849880513456,-1.004713772300062,0,0,No Failure,No Failure
0.0,1.0,0.0,-0.8024013425000663,-0.8125581165062826,-1.0418405411468536,1.676601146927164,-1.318927395949438,0,0,No Failure,No Failure
0.0,0.0,1.0,-1.3023616787764485,-1.0147607733229451,-0.7071594311503862,0.5530547024585329,-0.9261603663877181,0,0,No Failure,No Failure
0.0,1.0,0.0,-1.1523735778935282,-1.8909722861951244,-0.11588947015662703,-0.42001677176876356,1.3675990862527267,0,0,No Failure,No Failure
0.0,0.0,1.0,-0.7024092752447672,-0.20595014605633308,-1.2538052441446164,0.9743846191342698,0.4406688964870675,0,0,No Failure,No Failure
0.0,1.0,0.0,0.2975113973079973,1.1420675660547,0.09607523284113569,-0.5103017539135641,-0.5019719744610606,0,0,No Failure,No Failure
0.0,0.0,1.0,-0.652413241617146,-0.27335103166186175,0.8212176378334818,-1.383056581313304,1.273334999157914,0,0,No Failure,No Failure
0.0,0.0,1.0,0.39750346456326807,0.0636533963658965,0.8212176378334818,-1.3128349285340146,0.31498344702731707,0,0,No Failure,No Failure
0.0,1.0,0.0,-1.4523497796593405,-1.0147607733229451,0.966246118831951,-0.7911883650307214,-0.9418710475701869,0,0,No Failure,No Failure
0.0,1.0,0.0,0.44749949819088924,1.4116711084769296,-0.3613222841540365,0.24207309729310825,0.9905427378734755,0,0,No Failure,No Failure
1.0,0.0,0.0,-1.3023616787764485,-0.8799590021118496,1.0443383778311268,-1.32286659321677,0.7863038825013811,0,0,No Failure,No Failure
0.0,1.0,0.0,2.2473567087858766,2.4900852781657328,0.7319693418344239,-0.7109350475686768,-1.5860089760514078,0,0,No Failure,No Failure
0.0,0.0,1.0,-0.5024251407342256,-0.20595014605633308,-0.2776520066549196,0.07153479768626296,1.6346806663546962,0,0,No Failure,No Failure
0.0,1.0,0.0,0.19751933005269812,-0.27335103166186175,-1.2259151516449107,0.8138779842101795,-1.2875060335845006,0,0,No Failure,No Failure
0.0,1.0,0.0,1.797392406137144,1.209468451660267,0.15743343634048806,-0.8313150237617443,-0.17204766962921572,0,0,No Failure,No Failure
0.0,1.0,0.0,-1.0023854770106078,-0.5429545740840913,-0.4505705801530945,-0.018750184458538297,-0.32915448145390375,0,0,No Failure,No Failure
0.0,1.0,0.0,-1.6523339141699105,-1.6213687437728947,0.006826936842077707,-0.13913016065160544,-0.8633176416578429,0,0,No Failure,No Failure
0.0,1.0,0.0,-1.0023854770106078,-0.5429545740840913,0.7040792493347182,-0.33976345430671806,-1.3503487583143756,0,0,No Failure,No Failure
0.0,1.0,0.0,-0.40243307347895485,-1.0821616589285121,-0.16609163665609714,-0.05887684318956068,-1.6959837443286894,0,0,No Failure,No Failure
0.0,0.0,1.0,0.7474756999567299,0.40065782439365477,0.5534727498363079,-0.811251694396233,0.45637957766953624,0,0,No Failure,No Failure
0.0,1.0,0.0,-2.1522942504462925,-2.4975802566450738,-0.2720739881549785,-0.570491742010098,-0.17204766962921572,0,0,No Failure,No Failure
0.0,0.0,1.0,0.3475074309356185,0.670261366815846,0.9327780078323042,-1.5034365575063715,0.7077504765890371,0,0,No Failure,No Failure
1.0,0.0,0.0,-1.1523735778935282,-0.27335103166186175,0.8825758413328342,-0.7811567003479657,1.6032593039897587,0,0,No Failure,No Failure
0.0,0.0,1.0,0.7474756999567299,0.5354595956047504,0.4976925648368966,-0.35982678367222964,0.9277000131436003,0,0,No Failure,No Failure
1.0,0.0,0.0,-0.8024013425000663,-0.47555368847852436,2.4834671508159367,-2.0852731091061982,0.37782617175719224,0,0,No Failure,No Failure
0.0,1.0,0.0,-0.002464804457843392,0.9398649092380373,-0.3055420991546252,-0.29963679557569567,1.179070912063101,0,0,No Failure,No Failure
0.0,0.0,1.0,-0.5524211743618752,0.0636533963658965,-0.3055420991546252,0.04143980363799563,-0.7376321921980925,0,0,No Failure,No Failure
0.0,0.0,1.0,1.8973844733924148,1.7486755365046878,-0.0656873036571569,0.1919147738793301,0.8020145636838498,0,0,No Failure,No Failure
0.0,1.0,0.0,-0.20244893896838492,0.670261366815846,0.08491919584125344,-0.3698584483549854,-0.7219215110156237,0,0,No Failure,No Failure
0.0,1.0,0.0,-1.0523815106382575,-0.677756345295187,0.12954334384078245,-0.42001677176876356,-1.0675564970299374,0,0,No Failure,No Failure
0.0,1.0,0.0,1.8973844733924148,1.7486755365046878,0.1462773993406058,-0.399953442403252,1.1162281873332258,0,0,No Failure,No Failure
1.0,0.0,0.0,-1.2023696115211493,-1.149562544534041,0.5646287868361901,-0.9115683412237894,-0.4548399309136541,0,0,No Failure,No Failure
0.0,1.0,0.0,1.9473805070200358,2.018279078926879,-0.3111201176545664,0.5028963790447548,-0.4705506120961229,0,0,No Failure,No Failure
0.0,0.0,1.0,-0.9523894433829583,-1.216963430139608,1.100118562830538,-1.32286659321677,-1.2717953524020318,0,0,No Failure,No Failure
0.0,1.0,0.0,0.49749553181853884,0.5354595956047504,-0.9135461156482078,1.7267594703409421,-1.3817701206793134,0,0,No Failure,No Failure
0.0,1.0,0.0,0.2475153636803477,1.0746666804491714,0.20205758434001705,-0.7510617062996991,0.943410694326069,0,0,No Failure,No Failure
0.0,1.0,0.0,1.847388439764765,1.6138737652935538,-0.7517835791499151,0.663403013968845,0.17358731638509786,0,0,No Failure,No Failure
0.0,1.0,0.0,1.6974003388818448,1.209468451660267,-0.22187182165550837,0.5028963790447548,-1.4446128454091884,0,0,No Failure,No Failure
0.0,1.0,0.0,0.49749553181853884,0.670261366815846,-0.7629396161497974,1.5361578413685846,-0.15633698844674693,0,0,No Failure,No Failure
0.0,1.0,0.0,-0.2524449725960345,-0.61035545968962,1.7471687088237084,-1.7441965098925065,-0.48626129327859174,0,0,No Failure,No Failure
0.0,1.0,0.0,-1.6023378805422608,-1.4191660869562706,-1.1255108186459706,1.6565378175616523,-1.6174303384163453,0,0,No Failure,No Failure
0.0,0.0,1.0,-1.9023140823081015,-1.8909722861951244,0.5255826573366023,-0.8915050118582778,-1.6959837443286894,0,0,No Failure,No Failure
0.0,1.0,0.0,1.6974003388818448,1.5464728796880252,-1.4044117436430266,1.4859995179548064,-0.8476069604753741,0,1,Heat Dissipation Failure,No Failure
0.0,0.0,1.0,-0.2524449725960345,-0.61035545968962,-0.6625352831508572,0.9543212897687582,-1.6174303384163453,0,0,No Failure,No Failure
0.0,1.0,0.0,-0.9023934097553371,-1.4865669725617991,1.4794238208265345,-1.4934048928236157,0.0007698233779410748,0,0,No Failure,No Failure
0.0,0.0,1.0,0.7474756999567299,0.40065782439365477,0.1909015473401348,-0.2595101368446733,-1.1146885405773437,0,0,No Failure,No Failure
0.0,1.0,0.0,-1.852318048680452,-1.8235714005895574,-0.5286628391522702,0.9041629663549801,-1.491744888956595,0,0,No Failure,No Failure
0.0,1.0,0.0,-1.0023854770106078,-0.8125581165062826,-0.23860587715533174,0.492864714361999,1.1162281873332258,0,0,No Failure,No Failure
0.0,1.0,0.0,-0.652413241617146,-1.0147607733229451,-0.40036841365362436,0.07153479768626296,-0.030651538986996525,0,0,No Failure,No Failure
0.0,1.0,0.0,-0.5524211743618752,-0.1385492604507661,-0.7964077271494442,0.9041629663549801,-1.491744888956595,0,0,No Failure,No Failure
0.0,1.0,0.0,1.0974479353501918,0.8724640236325086,-0.8744999861486199,0.6433396846033335,-0.21917971317662213,0,0,No Failure,No Failure
0.0,0.0,1.0,0.5974875990738095,0.0636533963658965,0.7096572678346593,-0.5103017539135641,-1.1146885405773437,0,0,No Failure,No Failure
0.0,0.0,1.0,-0.8024013425000663,-1.0147607733229451,0.5423167128364256,-0.43004843645151863,-0.014940857804527726,0,0,No Failure,No Failure
0.0,1.0,0.0,0.49749553181853884,0.0636533963658965,0.10723126984101794,-0.7410300416169433,-1.6959837443286894,0,0,No Failure,No Failure
0.0,1.0,0.0,0.2975113973079973,0.33325693878808776,-0.383634358153801,-0.22941514279640599,-0.15633698844674693,0,0,No Failure,No Failure
0.0,0.0,1.0,-0.7524053088724167,-0.27335103166186175,0.18532352884019368,-0.7009033828859209,0.29927276584484824,0,0,No Failure,No Failure
0.0,1.0,0.0,-1.3023616787764485,-0.7451572309007539,0.9439340448321866,-1.1222332995616573,1.0376747814208818,0,0,No Failure,No Failure
0.0,0.0,1.0,0.2475153636803477,-0.003747489239670474,-0.6904253756505628,0.3524214088034203,-0.15633698844674693,0,0,No Failure,No Failure
0.0,1.0,0.0,-1.3023616787764485,-1.2843643157451365,-0.5788650056517404,0.5731180318240445,0.03219118574287867,0,0,No Failure,No Failure
0.0,0.0,1.0,0.2475153636803477,0.9398649092380373,1.139164692330126,-1.2426132757547248,-0.9732924099351246,0,0,No Failure,No Failure
0.0,1.0,0.0,-1.3023616787764485,-1.0147607733229451,-0.7796736716496208,2.158121051699434,-0.7376321921980925,1,0,No Failure,Power Failure
0.0,1.0,0.0,-1.3023616787764485,-1.149562544534041,-0.3724783211539187,0.5530547024585329,-1.6645623819637516,0,0,No Failure,No Failure
1.0,0.0,0.0,-0.452429107106576,0.40065782439365477,-1.153400911145676,0.8038463195274238,0.6291970706766931,0,0,No Failure,No Failure
0.0,1.0,0.0,-0.10245687171311416,0.13105428197142516,2.0762718003202347,-1.653911527747706,0.9119893319611314,0,0,No Failure,No Failure
0.0,0.0,1.0,-0.20244893896838492,0.737662252421413,0.6148309533356602,-0.6206500654238761,0.39353685293966106,0,0,No Failure,No Failure
0.0,0.0,1.0,-1.3523577124040698,-1.0147607733229451,0.6985012308347771,-1.112201634878902,1.0376747814208818,0,0,No Failure,No Failure
0.0,1.0,0.0,-0.652413241617146,-1.0147607733229451,-0.5286628391522702,1.4258095298582731,-0.7219215110156237,0,0,No Failure,No Failure
0.0,1.0,0.0,0.44749949819088924,0.33325693878808776,0.1462773993406058,-0.40998510708600777,-0.4234185685487165,0,0,No Failure,No Failure
0.0,1.0,0.0,-0.8523973761276875,-0.4081528028729957,-0.8968120601483844,1.2352079008859156,-1.5074555701390637,0,0,No Failure,No Failure
0.0,1.0,0.0,-1.252365645148799,-0.7451572309007539,-0.40594643215356546,0.3022630853896422,-1.4603235265916572,0,0,No Failure,No Failure
0.0,0.0,1.0,0.7474756999567299,0.40065782439365477,-0.8744999861486199,1.8170444524857428,-0.6433681051032797,0,1,Power Failure,No Failure
0.0,0.0,1.0,0.44749949819088924,0.40065782439365477,0.9495120633321277,-1.082106640830635,0.7863038825013811,0,0,No Failure,No Failure
0.0,1.0,0.0,-0.5524211743618752,-0.1385492604507661,-1.4044117436430266,2.1982477104304565,1.6975233910845715,1,1,Overstrain Failure,Overstrain Failure
1.0,0.0,0.0,-0.10245687171311416,0.13105428197142516,-0.009907118657745666,-0.33976345430671806,1.3047563615228515,0,0,No Failure,No Failure
0.0,0.0,1.0,0.9474598344672714,0.4680587099991834,-0.3724783211539187,0.7035296726998674,-0.5491040180084669,0,0,No Failure,No Failure
0.0,1.0,0.0,-0.002464804457843392,0.8050631380269416,-0.6736913201507394,0.7336246667481341,-0.7533428733805613,0,0,No Failure,No Failure
1.0,0.0,0.0,0.44749949819088924,-0.3407519172674287,-0.3892123766537421,0.3423897441206646,0.2835620846623795,0,0,No Failure,No Failure
0.0,1.0,0.0,1.1974400026054626,0.670261366815846,-1.237071188644793,1.9474560933615657,1.1162281873332258,0,1,Heat Dissipation Failure,No Failure
0.0,1.0,0.0,0.6474836327014591,0.2658560531825208,-0.17724767365597938,-0.08897183723782728,1.3518884050702578,0,0,No Failure,No Failure
0.0,1.0,0.0,-0.5524211743618752,-0.07114837484523745,-1.281695336644322,1.6264428235133859,0.17358731638509786,0,0,No Failure,No Failure
0.0,1.0,0.0,1.6974003388818448,1.8160764221102164,-0.9804823376475013,0.5530547024585329,-1.2875060335845006,0,0,No Failure,No Failure
